Hydrology,Scenario,Year,Tech,mean_MW,p10_MW,p50_MW,p90_MW,min_MW,max_MW,add_mean_MW,add_p10_MW,add_p50_MW,add_p90_MW
Adverse,NZT,2034,WIND,1455,1455,1455,1455,1455,1455,125,125,125,125
Adverse,NZT,2035,WIND,1455,1455,1455,1455,1455,1455,0,0,0,0
Adverse,NZT,2036,WIND,1580,1580,1580,1580,1580,1580,125,125,125,125
Adverse,NZT,2037,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2038,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2039,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2040,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2041,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2042,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2043,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2044,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,NZT,2045,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2046,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2047,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2048,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2049,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2050,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,REF,2025,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2026,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2027,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2028,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2029,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2030,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2031,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2032,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2033,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2034,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2035,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2036,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2037,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2038,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2039,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2040,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2041,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2042,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2043,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2044,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,REF,2045,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2046,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2047,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2048,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2049,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2050,BIOENERGY,40,0,0,120,0,200,0,0,0,0
Adverse,REF,2025,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2026,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2027,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2028,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2029,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2030,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2031,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2032,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2033,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2034,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,REF,2035,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,REF,2036,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,REF,2037,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,REF,2038,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,REF,2039,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,REF,2040,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,REF,2041,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,REF,2042,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,REF,2043,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,REF,2044,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,REF,2045,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2046,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2047,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2048,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2049,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2050,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2025,FUEL OIL,2680,2620,2620,2800,2620,2920,0,0,0,0
Adverse,REF,2026,FUEL OIL,2680,2620,2620,2800,2620,2920,0,0,0,0
Adverse,REF,2027,FUEL OIL,2680,2620,2620,2800,2620,2920,0,0,0,0
Adverse,REF,2028,FUEL OIL,2860,2740,2920,2920,2620,2920,180,120,300,120
Adverse,REF,2029,FUEL OIL,2320,2320,2320,2320,2320,2320,0,0,0,0
Adverse,REF,2030,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2031,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2032,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2033,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2034,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2035,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2036,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2037,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2038,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2039,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2040,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2041,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2042,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2043,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2044,FUEL OIL,2220,2220,2220,2220,2220,2220,0,0,0,0
Adverse,REF,2045,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2046,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2047,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2048,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2049,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2050,FUEL OIL,1500,1500,1500,1500,1500,1500,0,0,0,0
Adverse,REF,2025,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,REF,2026,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,REF,2027,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,REF,2028,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,REF,2029,GAS,795.36,635.36,875.36,875.36,475.36,875.36,320,160,400,400
Adverse,REF,2030,GAS,795.36,635.36,875.36,875.36,475.36,875.36,0,0,0,0
Adverse,REF,2031,GAS,795.36,635.36,875.36,875.36,475.36,875.36,0,0,0,0
Adverse,REF,2032,GAS,915.36,635.36,875.36,1235.36,475.36,1475.36,120,0,0,360
Adverse,REF,2033,GAS,1035.36,635.36,875.36,1595.36,475.36,2075.36,120,0,0,360
Adverse,REF,2034,GAS,1095.36,635.36,875.36,1775.36,475.36,2375.36,60,0,0,180
Adverse,REF,2035,GAS,1095.36,635.36,875.36,1775.36,475.36,2375.36,0,0,0,0
Adverse,REF,2036,GAS,1095.36,635.36,875.36,1775.36,475.36,2375.36,0,0,0,0
Adverse,REF,2037,GAS,1155.36,635.36,875.36,1895.36,475.36,2375.36,60,0,0,120
Adverse,REF,2038,GAS,1155.36,635.36,875.36,1895.36,475.36,2375.36,0,0,0,0
Adverse,REF,2039,GAS,1155.36,635.36,875.36,1895.36,475.36,2375.36,0,0,0,0
Adverse,REF,2040,GAS,1215.36,635.36,1175.36,1895.36,475.36,2375.36,60,0,300,0
Adverse,REF,2041,GAS,1215.36,635.36,1175.36,1895.36,475.36,2375.36,0,0,0,0
Adverse,REF,2042,GAS,1215.36,635.36,1175.36,1895.36,475.36,2375.36,0,0,0,0
Adverse,REF,2043,GAS,1395.36,635.36,1475.36,2135.36,475.36,2375.36,180,0,300,240
Adverse,REF,2044,GAS,1515.36,955.36,1475.36,2135.36,875.36,2375.36,120,320,0,0
Adverse,REF,2045,GAS,1840,1720,1900,1900,1600,1900,324.64,764.64,424.64,0
Adverse,REF,2046,GAS,1840,1720,1900,1900,1600,1900,0,0,0,0
Adverse,REF,2047,GAS,1900,1900,1900,1900,1900,1900,60,180,0,0
Adverse,REF,2048,GAS,1900,1900,1900,1900,1900,1900,0,0,0,0
Adverse,REF,2049,GAS,1900,1900,1900,1900,1900,1900,0,0,0,0
Adverse,REF,2050,GAS,1900,1900,1900,1900,1900,1900,0,0,0,0
Adverse,REF,2025,GEOTHERMAL,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2026,GEOTHERMAL,200,200,200,200,200,200,200,200,200,200
Adverse,REF,2027,GEOTHERMAL,320,200,400,400,200,400,120,0,200,200
Adverse,REF,2028,GEOTHERMAL,440,200,600,600,200,600,120,0,200,200
Adverse,REF,2029,GEOTHERMAL,440,200,600,600,200,600,0,0,0,0
Adverse,REF,2030,GEOTHERMAL,520,400,600,600,400,600,80,200,0,0
Adverse,REF,2031,GEOTHERMAL,640,480,600,800,400,800,120,80,0,200
Adverse,REF,2032,GEOTHERMAL,640,480,600,800,400,800,0,0,0,0
Adverse,REF,2033,GEOTHERMAL,640,480,600,800,400,800,0,0,0,0
Adverse,REF,2034,GEOTHERMAL,680,480,800,800,400,800,40,0,200,0
Adverse,REF,2035,GEOTHERMAL,680,480,800,800,400,800,0,0,0,0
Adverse,REF,2036,GEOTHERMAL,720,480,800,920,400,1000,40,0,0,120
Adverse,REF,2037,GEOTHERMAL,720,480,800,920,400,1000,0,0,0,0
Adverse,REF,2038,GEOTHERMAL,720,480,800,920,400,1000,0,0,0,0
Adverse,REF,2039,GEOTHERMAL,720,480,800,920,400,1000,0,0,0,0
Adverse,REF,2040,GEOTHERMAL,720,480,800,920,400,1000,0,0,0,0
Adverse,REF,2041,GEOTHERMAL,960,880,1000,1000,800,1000,240,400,200,80
Adverse,REF,2042,GEOTHERMAL,960,880,1000,1000,800,1000,0,0,0,0
Adverse,REF,2043,GEOTHERMAL,960,880,1000,1000,800,1000,0,0,0,0
Adverse,REF,2044,GEOTHERMAL,960,880,1000,1000,800,1000,0,0,0,0
Adverse,REF,2045,GEOTHERMAL,1000,1000,1000,1000,1000,1000,40,120,0,0
Adverse,REF,2046,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,REF,2047,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,REF,2048,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,REF,2049,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,REF,2050,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,REF,2025,HYDRO,5258,5258,5258,5258,5258,5258,0,0,0,0
Adverse,REF,2026,HYDRO,5757,5757,5757,5757,5757,5757,499,499,499,499
Adverse,REF,2027,HYDRO,6157,6157,6157,6157,6157,6157,400,400,400,400
Adverse,REF,2028,HYDRO,6307,6307,6307,6307,6307,6307,150,150,150,150
Adverse,REF,2029,HYDRO,6307,6307,6307,6307,6307,6307,0,0,0,0
Adverse,REF,2030,HYDRO,8102,8102,8102,8102,8102,8102,1795,1795,1795,1795
Adverse,REF,2031,HYDRO,8102,8102,8102,8102,8102,8102,0,0,0,0
Adverse,REF,2032,HYDRO,9362,8942,9602,9602,8702,9602,1260,840,1500,1500
Adverse,REF,2033,HYDRO,9722,9242,9902,10082,9002,10202,360,300,300,480
Adverse,REF,2034,HYDRO,10142,9662,10202,10562,9302,10802,420,420,300,480
Adverse,REF,2035,HYDRO,10382,9842,10202,11042,9602,11402,240,180,0,480
Adverse,REF,2036,HYDRO,10742,10142,10502,11582,9902,12302,360,300,300,540
Adverse,REF,2037,HYDRO,10982,10142,10802,11942,9902,12302,240,0,300,360
Adverse,REF,2038,HYDRO,11102,10262,11102,11942,9902,12302,120,120,300,0
Adverse,REF,2039,HYDRO,11102,10262,11102,11942,9902,12302,0,0,0,0
Adverse,REF,2040,HYDRO,11222,10262,11402,12062,9902,12302,120,0,300,120
Adverse,REF,2041,HYDRO,11222,10262,11402,12062,9902,12302,0,0,0,0
Adverse,REF,2042,HYDRO,11222,10262,11402,12062,9902,12302,0,0,0,0
Adverse,REF,2043,HYDRO,11222,10262,11402,12062,9902,12302,0,0,0,0
Adverse,REF,2044,HYDRO,11222,10262,11402,12062,9902,12302,0,0,0,0
Adverse,REF,2045,HYDRO,11402,10742,11402,12062,10502,12302,180,480,0,0
Adverse,REF,2046,HYDRO,11402,10742,11402,12062,10502,12302,0,0,0,0
Adverse,REF,2047,HYDRO,11402,10742,11402,12062,10502,12302,0,0,0,0
Adverse,REF,2048,HYDRO,11402,10742,11402,12062,10502,12302,0,0,0,0
Adverse,REF,2049,HYDRO,11402,10742,11402,12062,10502,12302,0,0,0,0
Adverse,REF,2050,HYDRO,11462,10742,11402,12182,10502,12302,60,0,0,120
Adverse,REF,2025,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2026,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2027,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2028,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2029,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2030,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2031,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2032,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2033,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2034,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2035,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2036,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2037,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2038,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,REF,2039,NUCLEAR,100,0,0,300,0,500,100,0,0,300
Adverse,REF,2040,NUCLEAR,300,0,0,800,0,1000,200,0,0,500
Adverse,REF,2041,NUCLEAR,300,0,0,800,0,1000,0,0,0,0
Adverse,REF,2042,NUCLEAR,300,0,0,800,0,1000,0,0,0,0
Adverse,REF,2043,NUCLEAR,700,0,1000,1300,0,1500,400,0,1000,500
Adverse,REF,2044,NUCLEAR,700,0,1000,1300,0,1500,0,0,0,0
Adverse,REF,2045,NUCLEAR,800,200,1000,1300,0,1500,100,200,0,0
Adverse,REF,2046,NUCLEAR,800,200,1000,1300,0,1500,0,0,0,0
Adverse,REF,2047,NUCLEAR,800,200,1000,1300,0,1500,0,0,0,0
Adverse,REF,2048,NUCLEAR,800,200,1000,1300,0,1500,0,0,0,0
Adverse,REF,2049,NUCLEAR,800,200,1000,1300,0,1500,0,0,0,0
Adverse,REF,2050,NUCLEAR,800,200,1000,1300,0,1500,0,0,0,0
Adverse,REF,2025,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2026,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2027,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2028,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2029,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2030,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2031,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2032,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2033,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2034,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2035,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2036,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2037,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2038,PV,50,50,50,50,50,50,0,0,0,0
Adverse,REF,2039,PV,100,50,50,200,50,300,50,0,0,150
Adverse,REF,2040,PV,100,50,50,200,50,300,0,0,0,0
Adverse,REF,2041,PV,150,50,50,300,50,300,50,0,0,100
Adverse,REF,2042,PV,150,50,50,300,50,300,0,0,0,0
Adverse,REF,2043,PV,200,50,300,300,50,300,50,0,250,0
Adverse,REF,2044,PV,250,50,300,450,50,550,50,0,0,150
Adverse,REF,2045,PV,350,100,500,500,0,500,100,50,200,50
Adverse,REF,2046,PV,350,100,500,500,0,500,0,0,0,0
Adverse,REF,2047,PV,350,100,500,500,0,500,0,0,0,0
Adverse,REF,2048,PV,350,100,500,500,0,500,0,0,0,0
Adverse,REF,2049,PV,350,100,500,500,0,500,0,0,0,0
Adverse,REF,2050,PV,350,100,500,500,0,500,0,0,0,0
Adverse,REF,2025,WIND,259,155,155,423,155,455,0,0,0,0
Adverse,REF,2026,WIND,259,155,155,423,155,455,0,0,0,0
Adverse,REF,2027,WIND,259,155,155,423,155,455,0,0,0,0
Adverse,REF,2028,WIND,259,155,155,423,155,455,0,0,0,0
Adverse,REF,2029,WIND,259,155,155,423,155,455,0,0,0,0
Adverse,REF,2030,WIND,334,280,280,423,280,455,75,125,125,0
Adverse,REF,2031,WIND,484,318,530,635,280,705,150,38,250,212
Adverse,REF,2032,WIND,609,455,625,760,405,830,125,137,95,125
Adverse,REF,2033,WIND,684,530,655,873,530,955,75,75,30,113
Adverse,REF,2034,WIND,734,530,780,923,530,955,50,0,125,50
Adverse,REF,2035,WIND,734,530,780,923,530,955,0,0,0,0
Adverse,REF,2036,WIND,1034,705,1155,1298,655,1330,300,175,375,375
Adverse,REF,2037,WIND,1084,705,1250,1385,655,1455,50,0,95,87
Adverse,REF,2038,WIND,1084,705,1250,1385,655,1455,0,0,0,0
Adverse,REF,2039,WIND,1084,705,1250,1385,655,1455,0,0,0,0
Adverse,REF,2040,WIND,1084,705,1250,1385,655,1455,0,0,0,0
Adverse,REF,2041,WIND,1375,1280,1280,1530,1280,1580,291,575,30,145
Adverse,REF,2042,WIND,1375,1280,1280,1530,1280,1580,0,0,0,0
Adverse,REF,2043,WIND,1435,1280,1455,1580,1280,1580,60,0,175,50
Adverse,REF,2044,WIND,1460,1280,1580,1580,1280,1580,25,0,125,0
Adverse,REF,2045,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
Adverse,REF,2046,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
Adverse,REF,2047,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
Adverse,REF,2048,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
Adverse,REF,2049,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
Adverse,REF,2050,WIND,1385,1205,1505,1505,1205,1505,0,0,0,0
